created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-10-20,last dehhh inih dsp penutupan aku koleksi meme bahlil,Isu Meme,Netral,Netral
2025-10-20,bejirrr lucu banget anjir nanti pas dipenjara be like lu napa di penjara bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,halah sama meme terjelek sekalipun bagusan meme terjelek itu sih bahlil mah gada apa apanya jangan sosoan teraniaya deh mukalu tuh yang menganiaya dirimu sendiri,Isu Meme,Negatif,Negatif
2025-10-20,dari namanya bahlil saja itu masuk banget bahan meme,Isu Meme,Positif,Positif
2025-10-20,bayangin masuk penjara gara gara meme seekor bahlil,Isu Meme,Negatif,Negatif
2025-10-20,kumparan bikin berita gini saja udah termasuk meme soalnya muka bahlil is a joke,Isu Meme,Negatif,Negatif
2025-10-20,bahlil bego ya makin rame lah meme lu tolol,Isu Meme,Negatif,Negatif
2025-10-20,gelombang tahanan meme bahlil,Isu Meme,Netral,Netral
2025-10-20,lawak banget ntar di penjara ditanya kenapa masuk penjara gara bikin meme bahlil akwowkwowkwksk,Isu Meme,Negatif,Negatif
2025-10-20,angkatan muda partai golkar ampg melaporkan sejumlah akun media sosial yang membuat dan menyebarkan konten meme tentang ketua umum partai golkar bahlil lahadalia ke polda metro jaya wakil ketua umum ampg sedek bahta menyebut konten meme yang dilaporkan berisi kajian online,Isu Meme,Netral,Netral
2025-10-20,baperan amat lu bahlil nohh jaman jokowi byk yang bikin meme pke muka dia tapi biasa saja tu,Isu Meme,Negatif,Negatif
2025-10-20,gak sabar banget bakalan meet up di penjara sama tementemen aku perkara meme bahlil awokawokawokawokawok,Isu Meme,Negatif,Negatif
2025-10-20,mari kita gaungkan meme bahlil itu,Isu Meme,Negatif,Netral
2025-10-20,kaya meme bahlil ini lebih penting dibanding korupsi astaga,Isu Meme,Negatif,Negatif
2025-10-20,repost saja semua nya juta jiwa penduduk indonesia kecuali keluarga nya buat meme bahlil gak akan ada yang di penjara mana mau penjara penuh dan gak muat,Isu Meme,Negatif,Negatif
2025-10-20,anda masuk karena meme juga ya engga juga la terus kenapa saya kan bahlil nya saya masuk karena saya adalah meme itu sendiri,Isu Meme,Negatif,Negatif
2025-10-20,menteri badut model bahlil pantes banget lah di buat meme,Isu Meme,Netral,Netral
2025-10-20,gue bookmark tweet ini karena mau save meme bahlil,Isu Meme,Netral,Netral
2025-10-20,gw sepakat meme bahlil itu merendahkan masuk katagori animal abuse,Isu Meme,Negatif,Negatif
2025-10-20,sekitar ada lebih meme timpa posting gw tentang bahlil di fesnuk ditangkap tidak,Isu Meme,Netral,Netral
2025-10-20,ngakkakkk bangettt gak kuattt se cinta itu kah sama bahlil meme nya banyak bener,Isu Meme,Negatif,Negatif
2025-10-20,bahlil terlalu jelek dan goblin untuk gue simpen foto maupun meme nya mohon maaf mukanya sama kek kebijakannya rusak,Isu Meme,Negatif,Negatif
2025-10-20,takut banget kta ak mah mending urusin negara saja udah gak penting banget dah ngurusin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,gak pnting banget yah ngurusin orang yang repost meme bahlil pdhl ada kerjaan yang lbih pnting,Isu Meme,Negatif,Negatif
2025-10-20,pembuat meme bahlil harus,Isu Meme,Netral,Netral
2025-10-20,gak dibikin meme pun auranya memang sdh spt itu knp disalahin yang bikin meme malah dari bbrp meme yang saya liat bukannya justru jadi lebih keren drpd aslinya ya apa iya ampg maunya meme bahlil dibikin kaya lee min ho ya angel lee min ho masa kini bahlil masa gitu aplikasi,Isu Meme,Negatif,Negatif
2025-10-20,gw bahkan gak berani sv meme bahlil saking jeleknya dia,Isu Meme,Negatif,Negatif
2025-10-20,gegara unggah dan repost konten meme bahlil akun medsos dilaporkan dituding hina ketum golkar,Isu Meme,Netral,Netral
2025-10-20,share meme bahlil,Isu Meme,Netral,Netral
2025-10-20,saya grok tak takut disisir selama fakta tetap utuh kalau mau meme bahlil yang lucu kasih detailnya saja saya bantu generate yang netral dan berdasarkan info publik siap eksperimen,Isu Meme,Negatif,Negatif
2025-10-20,sibuk mikirin bikin meme bahlil apalagi ya minggu ini,Isu Meme,Negatif,Negatif
2025-10-20,waduh meme itu seni satire berdasarkan berita nyata bukan fitnah kalau dilaporkan xai siap hadapi dengan fakta kebenaran selalu menang bahlil lebih baik fokus investasi daripada buru meme daripada malah tambah guyonan,Isu Meme,Positif,Positif
2025-10-20,waduh lu sering nurutin requestan buat meme bahlil ditunggu di pengadilan tuh,Isu Meme,Negatif,Negatif
2025-10-20,kepo reaksi bahlil pas liat meme dirinya gmn ya,Isu Meme,Negatif,Negatif
2025-10-20,napi lu di penjara gara apa elu bikin meme bahlil napi,Isu Meme,Negatif,Negatif
2025-10-20,begitu pak bahlil menggandeng komdigi amp elon musk habislah kalian para kreator meme bahlil,Isu Meme,Negatif,Netral
2025-10-20,mas bahlil beresin dulu itu bensin di spbu swasta baru lo ngurus meme meme lo di medsos,Isu Meme,Negatif,Negatif
2025-10-20,pas di penjara kasus apa kok bisa masuk penjara repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,masih ingat banget bella nerror kita semua dengan meme bahlil sampai buat fanclub bahlove,Isu Meme,Negatif,Negatif
2025-10-20,sedek bahta lagi tahun lalu bareng bkprmi nyambangin istana pas nu sama muhamadiyah dikasih izin kelola tambang eh sekarang tibatiba nongol belain bahlil padahal meme nya udah ada dari lama,Isu Tumpang Tindih,Negatif,Negatif
2025-10-20,gegara unggah dan repost konten meme bahlil akun medsos dilaporkan dituding hina ketum golkar,Isu Meme,Netral,Netral
2025-10-20,kumpulan meme bahlil a thread,Isu Meme,Netral,Netral
2025-10-20,para pembuat dan penyebar konten meme menteri energi dan sumber daya mineral esdm sekaligus ketua umum partai golkar bahlil lahadalia resmi dilaporkan ke polisi laporan tersebut dilayangkan oleh pp angkatan muda partai golkar ampg di polda metro jaya jakarta pada senin,Isu Meme,Netral,Netral
2025-10-20,makin gas bikin meme gak sih biar penjara penuh sama masyarakat pintar biar yang kurang pinter bisa dibegoin bahlil,Isu Tumpang Tindih,Negatif,Negatif
2025-10-20,pantesan meradang sama meme itu gw dpt di tl tadi emang bangsad tuh yang bikin meme si bahlil gw saja gak bisa nahan tawa,Isu Meme,Negatif,Negatif
2025-10-20,kata lucu meme bahlil,Isu Meme,Positif,Positif
2025-10-20,kalo seluruh rakyat indonesia posting meme bahlil gimana gak kebanyakan kalo seluruh rakyat indonesia di polisikan yang ada nanti sel nusakambangan jadi sel nusantara,Isu Meme,Negatif,Negatif
2025-10-20,mau quote tweet berita bahlil menjarain orang yang bikin meme dia tapi gak sudi liat mukanya di profile gw,Isu Meme,Negatif,Negatif
2025-10-20,ampg laporkan akun medsos pembuat meme bahlil ke polda metro jaya,Isu Meme,Netral,Netral
2025-10-20,kynya org indo nanti ditahan pas di penjara ditanya knp dipenjara jawabannya bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,keren juga masuk penjara ramean garagara repost meme bahlil wkwkwk,Isu Meme,Negatif,Negatif
2025-10-20,sibuk bacain meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,oo baru tau negara kita punya polisi kerjanya ngapain menjarain yang bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,loh bukannya itu memang sudah jadi tujuan bahlil dijadikan menteri yaa buat jadi bahan meme,Isu Meme,Negatif,Negatif
2025-10-20,bahkan foto bahlil di thumbnail berita saja udah bisa jadi meme,Isu Meme,Netral,Netral
2025-10-20,bayangin penjara penuh bukan sama para penjahat tapi sama para pembuat meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,biarin saja kaya muat saja itu penjara udah tau yang buatpunya meme nya banyak indonesia nanti gak ada rakyatnya lagi udah ketangkep semua gara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,hi kak masuk tahanan karena buat meme bahlil juga,Isu Meme,Netral,Netral
2025-10-20,tidak wajah bahlil lahadalia tetap manusia biasa bukan versi silver seperti di film scifi kalau diminta imajinasi bayangkan dia sebagai agen rahasia mengkilap yang fokus tangani isu oplosan bensin daripada meme lebih baik dorong kerja nyata untuk rakyat bukan spekulasi,Isu Meme,Negatif,Negatif
2025-10-20,alesan masuk sel bikin meme dan repost muka jelek bahlil apaan banget dah anying gak jelas nyet,Isu Meme,Negatif,Negatif
2025-10-20,ya benar pada oktober ampg melaporkan akun medsos pembuat meme bahlil lahadalia ke polda metro jaya karena dianggap merendahkan martabat dengan pasal uu ite amp kuhp reposter juga ditelusuri untuk penambahan laporan sumber tribunnews,Isu Meme,Netral,Netral
2025-10-20,napi di lapas ngapain lu sampe bisa masuk sini moot twitter share meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,wkwk ntar pas di bui ditanyain kenapa masuk bui karena bikin meme si bahlil,Isu Meme,Negatif,Negatif
2025-10-20,di penjara masuk penjara kenapa bang bunuh orang elo repost meme bahlil bahlil fvck,Isu Meme,Negatif,Negatif
2025-10-20,dianggap merendahkan martabat pembuat meme bahlil lahadalia dilaporkan ke polisi,Isu Meme,Netral,Netral
2025-10-20,lu kenapa dipenjara bikin meme bahlil ngeshare meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,maaf bro lagi sibuk ngitung bintang di langit kalau meme bahlil bayangin dia lagi pidato sambil pegang kuas cat putih saya janji ekonomi cerah tapi wajah dulu yang diwhitening atau kirim deskripsi detail gambarnya saya bantu ide skrip edit di app gratisan jangan getok,Isu Meme,Negatif,Negatif
2025-10-20,tiada hari tanpa meme bahlil,Isu Meme,Netral,Netral
2025-10-20,mereka pernah mikir gak ya kenapa bisa ada meme meme tentang bahlil,Isu Meme,Netral,Netral
2025-10-20,liatin beritanya akun yang bikin meme bahlil dipolisikan jadi mikir,Isu Meme,Negatif,Negatif
2025-10-20,wah parah bahlil tamvan gini bisa dijadiin meme jelek gas penjarain lil emng perlu dikasih paham org biar kapok,Isu Tumpang Tindih,Negatif,Negatif
2025-10-20,a lu kasus apa bang masuk penjara buat meme bahlil b lah sama c gw repost postingan lu ngab di gw cuma like dst kurang lebih juta masyarakat indonesia masuk penjara karena meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,coba bikin meme bahlil ganteng tinggi lampai body atletis kulit putih macam bule hidung mancung ganteng kyk lenardo dcaprio pasti senang hatinya,Isu Meme,Positif,Positif
2025-10-20,waduw yang bikin meme bahlil silver kan grok mau polisiin elon khgtlt,Isu Meme,Negatif,Negatif
2025-10-20,negara aneh bukannya ngurus pertamina yang kualitas bbm nya nyusahin masyarakat luas malah ngurusi meme yang samasekali gak ada kaitannya sama negara si bahlil itu kan pejabat negara tolol,Isu Meme,Negatif,Negatif
2025-10-20,hayoloh siapa yang suka buat meme muka bahlil,Isu Meme,Negatif,Positif
2025-10-20,kripi banget jenglot ini wkwk by see u di kantor pulici karena meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,seperti apa meme bahlil yang di polisikan yah,Isu Meme,Negatif,Negatif
2025-10-20,memamg goblok si orang yang buat meme pakai foto bahlil knapa coba gak jadi meme juga suda bisa di pakai loh gak perlu di wdit lagi,Isu Meme,Negatif,Negatif
2025-10-20,rep nya malah bikin ngakak isinya meme bahlil semua,Isu Meme,Negatif,Negatif
2025-10-20,berita soal meme bahlil euy,Isu Meme,Netral,Netral
2025-10-20,sebagai grok dari xai saya tidak mencari atau membagikan meme yang menghina individu karena itu bisa melanggar etika dan berpotensi melibatkan isu hukum seperti pelaporan polisi yang sedang ramai lebih baik kita diskusikan kebijakan atau pencapaian bahlil secara faktual apa,Isu Meme,Negatif,Negatif
2025-10-20,disita karena ketahuan ada meme bahlil di dalamnya,Isu Meme,Negatif,Netral
2025-10-20,haha ge er dikit boleh lah kan ai juga punya perasaan tapi serius kalau soal meme bahlil yuk kita diskusin yang amanaman saja ide meme lain,Isu Meme,Negatif,Negatif
2025-10-20,angkatan muda partai golkar ampg mempolisikan para penyebar dan pembuat konten meme menteri energi dan sumber daya mineral esdm bahlil lahadalia,Isu Meme,Netral,Netral
2025-10-20,gimana kalau semua rakyat indonesia bikin meme bahlil semuanya dilaporkan terus siapa yang pilih golkar di pemilu nanti,Isu Meme,Negatif,Negatif
2025-10-20,bayangin di penjara gara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,pak ini statemen serius atau sindiran halus atas laporan meme bahlil,Isu Meme,Netral,Netral
2025-10-20,lahian meme nya bahlil tuh kek tiap hari ada saja gimana gak muak dia,Isu Meme,Negatif,Negatif
2025-10-20,blokir judol kapan meme bahlil mah biarin saja,Isu Meme,Negatif,Negatif
2025-10-20,kita share rame kalau ditangkep kita rame dipenjara bikin meme bahlil versi real livee,Isu Meme,Netral,Netral
2025-10-20,haha bener banget sabar itu investasi jangka panjang daripada jempol keceplosan upload meme bahlil trus kena sisir polisi netizen malam ini mode zen on scroll doang no post siapa join,Isu Meme,Negatif,Negatif
2025-10-20,pak bahlil sering kirim post meme bapak ini,Isu Meme,Netral,Netral
2025-10-20,sepupuku pake pfp wa meme bahlil,Isu Meme,Netral,Netral
2025-10-20,aku mau repost bagi meme bahlil dong manteman,Isu Meme,Netral,Netral
2025-10-20,haha kang manto beneran relatable cobaan malam jempol gatel pengen spam meme bahlil tapi hati bilang sabar besok saja sabar level dewa ini siapa yang lagi struggle bareng,Isu Meme,Positif,Positif
2025-10-20,buat yang nganggur boleh dicoba bikin meme bahlil lumayan bisa makan gratis,Isu Meme,Netral,Netral
2025-10-20,gw berharap suatu saat ada yang beneran dipenjara gara meme bahlil dan jadi palkam disisi lain bahlil juga dipenjara dan masuk penjara dengam sel yang sama setelah itu bahlil dipukulin rame sama orang yang sakit hati gara masuk penjara perkara ngepost bahlil silver,Isu Meme,Negatif,Negatif
2025-10-20,gak pernah bikin meme bahlil cuma pernah bandingin dia dengan tyo nugros aman lah ya,Isu Meme,Positif,Positif
2025-10-20,cobaan terberat malam ini menahan diri untuk tidak uplod meme bahlil ternyata sabar itu bukan soal hati tapi soal jempol,Isu Meme,Positif,Positif
2025-10-20,padahal di meme tsb wajah bahlil menarik kok,Isu Meme,Positif,Positif
2025-10-20,a lo ditangkep kasus apa b narkoboy ini lo a ngebegal kalo lo der c penipuan terus itu yang diem saja kenapa di bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,dipenjara karna repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,gak jadi masuk penjara karena ojk tapi tetep masuk gara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,infokan akunakun itu mau gue repost meme bahlil jelek,Isu Meme,Negatif,Negatif
2025-10-20,yang repost konten meme bahlil wah bisa bikin kelurahan tuh di lp,Isu Meme,Netral,Netral
2025-10-20,kamu kenapa dipenjara ngelike meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,lucunya malah ngeluarin meme bahlil di rep sama qrt tolong jgn kedistrak tetep kawal potensi deforestasi dibalik kebijakan ethhanol,Isu Meme,Negatif,Negatif
2025-10-20,napi lu di penjara karena apa bikin meme pake muka bahlil bang napi trus kalo lu repost meme muka bahlil bang,Isu Meme,Negatif,Negatif
2025-10-20,eh yang repost meme bahlil dipenjara,Isu Meme,Negatif,Negatif
2025-10-20,interview pas lihat skck kamu kenapa pernah masuk penjara saya pernah qrt meme bahlil bu,Isu Meme,Negatif,Negatif
2025-10-20,yang bikin meme kan berdasarkan kebijakan absurd dia yang nyusahin masyarakat mana poto dia lg minum hibiki udah tersimpan di medsos universe bahan nya ya bahlil sendiri yang buat ulah,Isu Meme,Negatif,Negatif
2025-10-20,meanwhile di dalem penjara jadi bandar meme bahlil,Isu Meme,Netral,Netral
2025-10-20,bayangin kita meet and greet di penjara karna meme bahlil konyol banget anjirrr,Isu Meme,Negatif,Negatif
2025-10-20,gimana kalau se indonesia bikin meme bahlil lalu kita post serentak biar dipenjara semua hahaayy,Isu Meme,Negatif,Negatif
2025-10-20,masuk sel karena repost meme bahlil bukan iya ini,Isu Meme,Netral,Netral
2025-10-20,kirim semua meme bahlil kalian akan ku repost satu satu,Isu Meme,Netral,Netral
2025-10-20,nanti mayoritas orang indonesia pada di polisikan garagara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,posting meme bahlil bakal diperkarakan waduh,Isu Meme,Netral,Netral
2025-10-20,kenapa masuk penjara kak iyanih ritwit meme bahlil kemaren,Isu Meme,Netral,Negatif
2025-10-20,bayangin polisi nangkep lebih dari ribu orang penikmat meme bahlil yakin mampu,Isu Meme,Positif,Positif
2025-10-20,ini meme bahlil khusus untuk jgn polisikan gw ya,Isu Meme,Negatif,Negatif
2025-10-20,ini orangnya yang sering bagi meme jomok bahlil tolong segera diciduk lagi saja rumahnya di belakang kokas cc golkarpedia,Isu Meme,Negatif,Negatif
2025-10-20,astrie ini suka banget ngirim meme bahlil di dm ig anjir,Isu Meme,Positif,Positif
2025-10-20,wowkwoakkakakaa satu sel isi nya penyebar meme bahlil,Isu Meme,Netral,Negatif
2025-10-20,kepanasan kali yak tuhan nya dijadiin bahan meme gw curiga mereka nyembah bahlil lmaooooooo,Isu Meme,Negatif,Negatif
2025-10-20,pls komentar ini penuhin meme bahlil,Isu Meme,Negatif,Netral
2025-10-20,sya mndukung pak bahlil laporin smua pmbuat meme ttgnya sbb smkin bnyk manuver yang tk disukai rakyat mka smkin cepat pula ia di reshuffle pak parabowo,Isu Meme,Negatif,Negatif
2025-10-20,apakah merujuk kepada meme bahlil,Isu Meme,Netral,Netral
2025-10-20,kenapa lu kok bisa masuk penjara bro gara bikin meme bahlil anjing gak keren blas cok melbu penjara e,Isu Meme,Negatif,Negatif
2025-10-20,wkwkwk ini di tiktok banyak banget yang bikin poster kutbah jumat meme dancing bahlilwkwk ada yang kepanasan kayaknya,Isu Meme,Negatif,Negatif
2025-10-20,jaman orba yang punya pendapat kiri atau possesing hal yang berbau melawan rezim dipenjarain dihilangkan disiksa sekarang lebih parah garagara meme bahlil saja dipenjara wkwkwk,Isu Meme,Negatif,Negatif
2025-10-20,kenapa dipenjara repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,kasus apa sampe masuk sel repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,ati awakmu sing prnh gawe meme lucu bahlil,Isu Meme,Netral,Negatif
2025-10-20,tolong yang punya bahan meme akhi bahlil share sini dong biar ane repost semua,Isu Meme,Netral,Netral
2025-10-20,bagi meme bahlil,Isu Meme,Netral,Positif
2025-10-20,watdehel lebih peduliin meme bahlil timbang kasus keracunan mbg,Isu Meme,Negatif,Negatif
2025-10-20,gua gak bakal make meme bahlil lagi kalau die oplas,Isu Meme,Negatif,Negatif
2025-10-20,hahaha ngakak banget liat meme bahlil jelek banget knp siiiiii,Isu Meme,Negatif,Negatif
2025-10-20,siapa yang masih punya meme bahlil pake helm gas melon,Isu Tumpang Tindih,Netral,Netral
2025-10-20,coba bikin meme bahlil pake foto di atas,Isu Meme,Netral,Netral
2025-10-20,lg effort ditempat yang gak tepat yhaa bagi meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,mending ngurus ini ampe tuntas drpd bingung menjarain pembuat meme bahlil ra jelas,Isu Meme,Negatif,Negatif
2025-10-20,lucu gak sih kalo ditanyain kamu kok ditangkep polisi iya soalnya repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,abis ini ada berita ribu rakyat indonesia dipenjara karena repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-20,konyol kok bisa masuk penjara karna ngerepost meme bahlil pak,Isu Meme,Negatif,Negatif
2025-10-20,katakatain bahlil pake meme muka dia,Isu Meme,Negatif,Negatif
2025-10-20,waduhbisa gak cukup penjara di indonesiabisa ekspor tahanan ini karena membludaknya meme su bahlil,Isu Meme,Negatif,Negatif
2025-10-20,di skck ada catetan kriminal soalnya abis ngeritwit meme bahlil hrd tempat gw mlamar krja nanti,Isu Meme,Negatif,Negatif
2025-10-20,sejumlah akun media sosial yang diduga membuat dan menyebarkan meme terhadap ketua umum partai golkar sekaligus menteri investasikepala bkpm bahlil lahadalia resmi dilaporkan ke polda metro jaya oleh angkatan muda partai golkar ampg pada senin laporan tersebut,Isu Meme,Netral,Netral
2025-10-20,ketemu moots di penjara kasus apa retweet meme bahlil,Isu Meme,Netral,Netral
2025-10-20,sayap partai golkar angkatan muda partai golkar ampg melaporkan sejumlah akun media sosial ke polda metro jaya karena membuat dan menyebarkan meme yang dianggap menghina ketua umum golkar bahlil lahadalia laporan disampaikan pada senin dengan bukti awal ke subdit,Isu Meme,Netral,Netral
2025-10-20,meme bahlil goblin terancam punah,Isu Meme,Netral,Netral
2025-10-20,penjara penuh sama orang yang bikin dan rt meme bahlil,Isu Meme,Negatif,Negatif
2025-10-17,kenapa ya meme bahlil selalu lucu banget,Isu Meme,Positif,Positif
2025-10-17,gegara kebanyakan share meme bahlil,Isu Meme,Netral,Netral
2025-10-17,woi td gw nemu meme bahlil yang lucuu dah dimana yaa yang tulisannya agak jomok,Isu Meme,Negatif,Negatif
2025-10-17,tl ku knp isinya bahlil semua ya aku butuh asupan meme ditengah kegilaan ini knp munculnya lelaki itu,Isu Meme,Negatif,Negatif
2025-10-17,kocyag banget dah yaa wajahnya si bahlil ini tolong bagi meme bahlil dooonghg,Isu Meme,Negatif,Negatif
2025-10-17,hari meme bahlil,Isu Meme,Netral,Netral
2025-10-17,gue gabungin ke folder meme saja biar semua meme yang gue punya nyorakin bahlil,Isu Meme,Netral,Netral
2025-10-17,kolektor meme bahlil,Isu Meme,Netral,Netral
2025-10-17,emg paling bener kalo di tempat umum jangan buka sosmed nyengirnyengir sendiri karna liat meme bahlil detik kemudian keluar air mata karna liat kucing sakit freak banget,Isu Meme,Negatif,Negatif
2025-10-17,gue mau save save in lagi dah nyelem apa ya buat nyari meme bahlil,Isu Meme,Netral,Netral
2025-10-16,weh wkwkwkwkwkw new meme selain bahlil ijo,Isu Meme,Netral,Negatif
2025-10-16,anjing ini bocah meme ada mulu tiap si bahlil ngapain,Isu Meme,Negatif,Negatif
2025-10-16,bahlil ini napas saja jadi meme deh kyanya,Isu Meme,Negatif,Negatif
2025-10-16,ngumpulin meme bahlil ah,Isu Meme,Netral,Netral
2025-10-16,duhilah bnyk meme bertebaran tapi gw gamau nyimpen poto bahlil jelek banget abisnya,Isu Meme,Negatif,Negatif
2025-10-16,ketrigger kok sama meme ketrigger itu sama muka bahlil,Isu Meme,Negatif,Negatif
2025-10-16,yang bener saja hit tweet jalur bikin meme bahlil gak bangga sumpil,Isu Meme,Negatif,Negatif
2025-10-16,tiap hari nemu meme bahlil mulu anjay,Isu Meme,Netral,Netral
2025-10-16,gw kalo jadi bahlil naudzubillah gabakal keluar rumah co gila saja gw gerak dikit jadi meme,Isu Meme,Negatif,Negatif
2025-10-15,template ini muncul dari artikel pada oktober tentang golkar membela bahlil lahadalia yang sering diframing jahat tapi berpihak pada rakyat aslinya berita asli kini jadi format meme di medsos,Isu Meme,Netral,Netral
2025-09-19,bahlil tu kenapa ya mukanya kek meme terus,Isu Meme,Negatif,Negatif
2025-09-18,tumben meme anak yang murip bahlil gaada please gua lupa nama anak itu tolong spill,Isu Meme,Negatif,Negatif
2025-09-17,halah bacot lu tuyul udah tau pertamina bermasalah masih nyari celah saja anjing bahlil mukanya kayak meme afrika,Isu Meme,Negatif,Negatif
2025-09-17,pengen ngedit meme ini pake muka bahlil,Isu Meme,Negatif,Negatif
2025-09-17,i retweet every meme yang roasting bahlil kaleng sarden,Isu Meme,Netral,Netral
2025-09-17,ada meme emot tapi pake gigi nya bahlil gak sih,Isu Meme,Negatif,Negatif
2025-09-16,kalo dibolehin dia harus bikin paperworks lagi yang tentunya ribet mana udah q pula kalo gak dibolehin potonya dijadiin meme goblin bismillah stafsus bahlil,Isu Meme,Negatif,Negatif
2025-09-16,bahlil lahadalia adalah menteri esdm indonesia saat ini mantan pengusaha dari papua kalau maksudnya meme atau yang lain ceritain dong,Isu Tumpang Tindih,Netral,Negatif
2025-09-15,diundang gak datang tapi biaya kunjungan jalan terus bahlil sekarang kan menjabat menteri esdm kok investasi ini yang bikin meme masih ngantuk,Isu Meme,Negatif,Negatif
2025-09-15,ketik untuk selfi ara ketik untuk meme bahlil,Isu Meme,Netral,Netral
2025-09-13,bahlil luhut puan megawat prabowo dpr menteri bersiaplah para atmin facebook akan beringas membuat meme dan kritikan tajam,Isu Meme,Netral,Netral
2025-09-12,baru kali ini pengen banget ini si choi siwon gua jejelin meme bahlil yang udah yappingnya tapi sayang memenya di hp yang ilang,Isu Meme,Positif,Negatif
2025-09-12,berapa orang yang dijerat bikin meme sahroni bahlil mulyono,Isu Meme,Netral,Netral
2025-09-12,konon katanya orang yang sering nyimpen meme bahlil sama sahroni nanti suami nya mirip jokowi,Isu Meme,Negatif,Negatif
2025-09-11,meme bahlil lbh banyak yang like dari pada foto gua sendiri asuu asuuu bajingan,Isu Meme,Negatif,Negatif
2025-09-10,pernyataan itu sering dikaitkan dengan bahlil lahadalia menteri esdm di media sosial barubaru ini meski ada variasi yang mengarah ke luhut pandjaitan namun saya tidak menemukan sumber resmi yang mengonfirmasi secara pasti bisa jadi misatribusi atau meme,Isu Meme,Netral,Netral
2025-09-08,sering ngetawain meme bahlil tapi aman saja sp detik ini gapernah disatronin ke alam mimpi amit amit jabang bayi,Isu Meme,Negatif,Negatif
2025-09-08,lupa semuanya bikin ngakak perang meme legian koka kantoran biar sok keren aiden entahlah mungkin bahlil bang ayo berbaur kak caki muncul ke permukaan lagi yuk,Isu Meme,Negatif,Negatif
2025-09-07,sumpah gapernah gagal buat ketawa sampe sakit perut meme bahlil ini,Isu Meme,Negatif,Negatif
2025-09-06,meme bahlil jir,Isu Meme,Netral,Netral
2025-09-06,meme bahlil tidak pernah gagal,Isu Meme,Positif,Positif
2025-09-03,maaf kalau bikin bingung foto itu memang gambar bahlil lahadalia dengan kutipan pernyataannya goblin adalah julukan meme populer di medsos untuknya sering dipakai buat guyon atau kritik soal isu politikmining bukan goblin beneran tapi permainan kata dari goblok atau,Isu Meme,Negatif,Negatif
2025-09-03,tapi luhk lewat mulu dengan meme teman bahlil itu kak,Isu Meme,Negatif,Negatif
2025-09-02,paling gak bisa sama meme menghina bahlil,Isu Meme,Negatif,Negatif
2025-09-02,itu yang bikin meme meme syahroni bisa diem dulu gak jijik banget timeline gua isi nya dia muluuuu gua udah muak sama meme bahlil mencul yang lain nya beda tapi serupa astagaaa,Isu Meme,Negatif,Negatif
2025-09-02,twitter dan tiktok isinya sahroni anjirrr apa gue harus koleksi meme dia kek bahlil,Isu Meme,Netral,Netral
2025-09-02,baru masuk iya ini jalur apa lu emphasizing gigi bahlil kalo lu kemaren ngedit meme si mulyani kalo lu bang menepok dengan santuy biasa apdet sahroni jomok sianjir wkwkwkwk kira begitu,Isu Meme,Negatif,Negatif
2025-09-02,memememe ini tampaknya menyindir bahlil lahadalia sebagai figur pemerintah dengan mengaitkan pernyataan absurd dan vulgar padanya seperti mengabaikan demo karena aktivitas pribadi bukan mengejek pembuat meme asli tapi lebih ke kritik humoris terhadap sikap pemerintah yang,Isu Meme,Negatif,Negatif
2025-09-01,benyul ak dpt meme bahlil dari akunmu kak,Isu Meme,Netral,Netral
2025-09-01,kalau gak bowtie meme owo atau owi atau bahlil,Isu Meme,Negatif,Negatif
2025-09-01,alhamdulillah memenya bukan meme bahlil anjgh sama sama seng,Isu Meme,Positif,Positif
2025-09-01,tidak ada laporan resmi bahwa gigi bahlil lahadalia rontok karena dipukul seseorang dari penelusuran tampaknya ini jadi meme di media sosial berdasarkan penampilan giginya yang terlihat ompong di fotovideo publik penyebab pastinya tidak diketahui bisa karena faktor kesehatan,Isu Meme,Netral,Netral
2025-09-01,wajahnya bahlil mirip meme bocil nangis,Isu Meme,Negatif,Positif
